0.621844,0.706822,0.632850,0.250000,0.642718,0.400000,0.626702,0.623534,0.585541,0.480000,0.617554,0.634842,0.335000,0.277778,0.250000,0.000000
0.620660,0.706822,0.887791,1.000000,0.632197,0.600000,0.627056,0.625442,0.628791,0.520000,0.618554,0.644347,0.700000,0.750000,0.658333,0.000000
0.621160,0.706822,0.935005,0.750000,0.626343,0.600000,0.624312,0.625369,0.627878,0.720000,0.618640,0.639427,0.630000,0.654762,0.750000,1.000000
0.615522,0.706822,0.789047,0.428571,0.575790,0.400000,0.620672,0.613050,0.594909,0.440000,0.617799,0.614677,0.565000,0.413929,0.428571,1.000000
0.619766,0.706822,0.908749,1.000000,0.604286,1.000000,0.626347,0.622925,0.628203,0.740000,0.618735,0.627723,0.873333,1.000000,1.000000,1.000000
0.621260,0.706822,0.934303,0.785714,0.630956,0.800000,0.623519,0.625002,0.628887,0.680000,0.618476,0.640069,0.826667,0.759680,0.785714,1.000000
0.612693,0.706822,0.076630,0.555556,0.558259,0.600000,0.616308,0.625443,0.620956,0.620000,0.617126,0.595401,0.687143,0.517033,0.555556,1.000000
0.621752,0.706822,0.927563,0.733333,0.634330,0.800000,0.626478,0.625442,0.627991,0.700000,0.618935,0.641390,0.619603,0.734107,0.733333,0.000000
0.619572,0.706822,0.922643,0.666667,0.613988,0.800000,0.625037,0.624705,0.628237,0.740000,0.618518,0.633866,0.800000,0.676071,0.666667,0.000000
0.620827,0.706822,0.896290,0.500000,0.629846,0.600000,0.626542,0.625443,0.628008,0.720000,0.618683,0.644222,0.633333,0.383333,0.500000,0.000000
0.626161,0.706822,0.932280,0.400000,0.641939,0.000000,0.631120,0.623623,0.613490,0.480000,0.621400,0.629316,0.294206,0.355934,0.400000,0.000000
0.620418,0.706822,0.799780,0.900000,0.610382,0.800000,0.626763,0.621969,0.628229,0.920000,0.618495,0.624646,0.928571,0.929048,0.900000,1.000000
0.619634,0.706822,0.918818,1.000000,0.620743,1.000000,0.628447,0.624767,0.627383,0.880000,0.618253,0.635114,0.933333,0.900000,1.000000,1.000000
0.621752,0.706822,0.927563,0.733333,0.634330,0.800000,0.626478,0.625442,0.627991,0.700000,0.618935,0.641390,0.619603,0.734107,0.733333,1.000000
0.618117,0.706822,0.096664,1.000000,0.567990,1.000000,0.607063,0.625421,0.628283,0.620000,0.618617,0.605325,0.950000,1.000000,1.000000,1.000000
0.621439,0.706822,0.894754,0.466667,0.605172,0.200000,0.626442,0.626453,0.628226,0.400000,0.619538,0.627560,0.409524,0.407115,0.466667,1.000000
0.623261,0.706822,0.933934,0.000000,0.639467,0.600000,0.625124,0.625017,0.627369,0.500000,0.619776,0.640538,0.125000,0.000000,0.000000,0.000000
0.620853,0.706822,0.927105,0.625000,0.618298,0.600000,0.625232,0.625050,0.627580,0.720000,0.618926,0.633028,0.629469,0.564117,0.625000,1.000000
0.621582,0.706822,0.929587,0.500000,0.624974,0.400000,0.629539,0.625436,0.628599,0.680000,0.618962,0.635902,0.401667,0.595635,0.500000,1.000000
0.620620,0.706822,0.870213,0.823529,0.595250,0.800000,0.626558,0.625445,0.628270,0.880000,0.619655,0.622133,0.794322,0.805480,0.823529,1.000000
0.622633,0.706822,0.822526,1.000000,0.649458,1.000000,0.626572,0.624905,0.628226,0.840000,0.618073,0.637518,1.000000,1.000000,1.000000,1.000000
0.618986,0.706822,0.916534,0.687500,0.599645,0.800000,0.627952,0.622642,0.628253,0.720000,0.618566,0.626758,0.619926,0.625658,0.687500,0.000000
0.618251,0.706822,0.046708,0.444444,0.605097,0.400000,0.625027,0.592336,0.555621,0.560000,0.617382,0.613527,0.446230,0.368730,0.444444,1.000000
0.620589,0.706822,0.923834,0.400000,0.632556,0.400000,0.621613,0.625453,0.627845,0.420000,0.618343,0.642147,0.400000,0.584127,0.400000,1.000000
0.620620,0.706822,0.870213,0.823529,0.595250,0.800000,0.626558,0.625445,0.628270,0.880000,0.619655,0.622133,0.794322,0.805480,0.823529,1.000000
0.621326,0.706822,0.900444,0.500000,0.637942,0.600000,0.626824,0.625428,0.628696,0.560000,0.618644,0.645882,0.581667,0.356667,0.500000,0.000000
0.622014,0.706822,0.931889,0.642857,0.633815,0.600000,0.625365,0.625400,0.628021,0.720000,0.619002,0.640302,0.650714,0.738262,0.642857,1.000000
0.622535,0.706822,0.921294,0.833333,0.634611,0.800000,0.626428,0.625129,0.627439,0.740000,0.619367,0.642932,0.735714,0.840714,0.833333,0.000000
0.620695,0.706822,0.892065,0.333333,0.633033,0.800000,0.623916,0.625445,0.628835,0.540000,0.618511,0.645232,0.653333,0.740000,0.794444,0.000000
0.620837,0.706822,0.931692,0.500000,0.632082,0.800000,0.628953,0.625193,0.628666,0.620000,0.618282,0.638742,0.583333,0.520476,0.500000,1.000000
