0.000000,0.000000,5.000000,10.000000,14.000000,16.000000,60.917679,169.215774,16.000000,0.020306,1.000000
1.000000,0.000000,3.000000,13.000000,15.000000,22.000000,85.951593,139.671339,23.000000,0.028651,1.000000
2.000000,0.000000,7.000000,34.000000,35.000000,54.000000,276.981283,1177.170452,36.000000,0.092327,1.000000
5.000000,3.000000,11.000000,67.000000,67.000000,102.000000,618.741097,4071.537400,79.000000,0.206247,1.000000
34.000000,75.000000,13.000000,104.000000,93.000000,160.000000,1046.265410,8840.942713,100.000000,0.348755,1.000000
3.000000,29.000000,9.000000,36.000000,43.000000,61.000000,331.002150,1577.127891,45.000000,0.110334,1.000000
3.000000,0.000000,7.000000,24.000000,29.000000,37.000000,179.745297,686.300224,38.000000,0.059915,1.000000
1.000000,0.000000,12.000000,72.000000,70.000000,113.000000,692.608981,5158.742754,69.000000,0.230870,1.000000
11.000000,4.000000,11.000000,163.000000,134.000000,249.000000,1759.456208,12824.003991,138.000000,0.586485,1.000000
111.000000,51.000000,13.000000,89.000000,76.000000,141.000000,880.957779,8089.429768,81.000000,0.293653,1.000000
11.000000,0.000000,11.000000,48.000000,51.000000,74.000000,419.759475,2770.412537,77.000000,0.139920,1.000000
13.000000,0.000000,10.000000,40.000000,36.000000,62.000000,320.535350,2465.656539,42.000000,0.106845,1.000000
21.000000,15.000000,6.000000,38.000000,39.000000,60.000000,317.124133,1095.519733,49.000000,0.105708,1.000000
7.000000,8.000000,7.000000,37.000000,39.000000,56.000000,295.982524,1197.804278,35.000000,0.098661,1.000000
15.000000,0.000000,14.000000,120.000000,113.000000,181.000000,1234.452392,10474.141510,108.000000,0.411484,1.000000
1.000000,4.000000,5.000000,14.000000,18.000000,22.000000,91.738350,246.987865,18.000000,0.030579,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,1.000000
7.000000,0.000000,13.000000,106.000000,97.000000,165.000000,1088.985619,8932.274898,100.000000,0.362995,1.000000
13.000000,0.000000,15.000000,163.000000,123.000000,250.000000,1735.628626,19646.351812,114.000000,0.578543,1.000000
5.000000,3.000000,11.000000,67.000000,67.000000,102.000000,618.741097,4071.537400,79.000000,0.206247,1.000000
41.000000,9.000000,14.000000,231.000000,203.000000,360.000000,2759.520930,23609.234625,196.000000,0.919840,1.000000
21.000000,29.000000,11.000000,40.000000,43.000000,63.000000,341.854680,2350.250922,43.000000,0.113952,1.000000
23.000000,12.000000,13.000000,86.000000,85.000000,132.000000,846.039604,6568.557478,113.000000,0.282013,1.000000
87.000000,57.000000,14.000000,153.000000,151.000000,240.000000,1737.217137,13580.726673,192.000000,0.579072,1.000000
7.000000,8.000000,7.000000,37.000000,39.000000,56.000000,295.982524,1197.804278,35.000000,0.098661,1.000000
5.000000,0.000000,9.000000,49.000000,47.000000,75.000000,416.594164,2417.342451,61.000000,0.138865,1.000000
1.000000,0.000000,3.000000,13.000000,15.000000,22.000000,85.951593,139.671339,23.000000,0.028651,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,1.000000
8.000000,10.000000,7.000000,42.000000,47.000000,66.000000,366.602864,1347.265526,43.000000,0.122201,1.000000
5.000000,0.000000,12.000000,76.000000,68.000000,118.000000,718.320615,5849.182153,68.000000,0.239440,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,1.000000
2.000000,0.000000,5.000000,10.000000,14.000000,16.000000,60.917679,169.215774,37.000000,0.020306,1.000000
0.000000,0.000000,1.000000,2.000000,3.000000,4.000000,6.339850,3.169925,19.000000,0.002113,1.000000
0.000000,0.000000,1.000000,2.000000,3.000000,3.000000,4.754888,2.377444,9.000000,0.001585,1.000000
4.000000,0.000000,3.000000,11.000000,10.000000,17.000000,56.472778,133.114404,25.000000,0.018824,1.000000
0.000000,0.000000,1.000000,2.000000,3.000000,3.000000,4.754888,2.377444,5.000000,0.001585,1.000000
1.000000,0.000000,2.000000,4.000000,6.000000,6.000000,15.509775,15.509775,6.000000,0.005170,1.000000
3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,1.000000
7.000000,0.000000,13.000000,106.000000,97.000000,165.000000,1088.985619,8932.274898,100.000000,0.362995,1.000000
1.000000,0.000000,2.000000,4.000000,6.000000,6.000000,15.509775,15.509775,7.000000,0.005170,1.000000
3.000000,0.000000,4.000000,7.000000,11.000000,11.000000,38.053748,76.107496,17.000000,0.012685,1.000000
0.000000,0.000000,1.000000,2.000000,3.000000,3.000000,4.754888,2.377444,7.000000,0.001585,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,1.000000
3.000000,0.000000,2.000000,6.000000,8.000000,9.000000,27.000000,27.000000,9.000000,0.009000,1.000000
13.000000,0.000000,15.000000,163.000000,123.000000,250.000000,1735.628626,19646.351812,114.000000,0.578543,1.000000
0.000000,0.000000,4.000000,10.000000,12.000000,16.000000,57.359400,143.398500,21.000000,0.019120,1.000000
0.000000,0.000000,4.000000,17.000000,15.000000,26.000000,101.579155,313.971935,28.000000,0.033860,1.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,1.000000
6.000000,0.000000,6.000000,27.000000,28.000000,42.000000,201.908907,743.391884,22.000000,0.067303,1.000000
